key,length[m],transformation,mean_error,std_error
valid,24.0,none,13.190465963729258,0
valid,36.0,none,13.043099423580475,0
valid,44.0,none,12.931691781609569,0
valid,160.0,none,13.478756680947177,0
valid,44.0,none,12.847032319356536,0
valid,48.0,none,13.049332648549571,0
valid,200.0,none,13.514917004009508,0
valid,12.0,none,13.114113701683275,0
valid,80.0,none,13.492474763266628,0
valid,6.0,none,16.1978897501305,0
valid,160.0,none,13.50309799433937,0
valid,20.0,none,13.108905548447146,0
valid,16.0,none,13.098012922958846,0
valid,16.0,none,13.109053509703122,0
valid,200.0,none,13.557305379362244,0
valid,200.0,none,13.546144913713468,0
valid,44.0,none,12.98260215134492,0
valid,10.0,none,14.014031608448944,0
valid,40.0,none,12.774295214351135,0
valid,8.0,none,14.581693650125562,0
valid,112.0,none,13.524983697653226,0
valid,36.0,none,13.047034713926342,0
valid,96.0,none,13.578675916057774,0
valid,16.0,none,12.676576924430803,0
valid,96.0,none,13.520559667195334,0
valid,44.0,none,12.77424221246592,0
valid,200.0,none,13.518708042774808,0
valid,20.0,none,12.878309234315486,0
valid,32.0,none,12.706912188549731,0
valid,20.0,none,12.841628186700843,0
valid,32.0,none,12.720275723600153,0
valid,28.0,none,12.916042541514193,0
valid,28.0,none,12.825915961646256,0
valid,48.0,none,12.953272286073245,0
valid,28.0,none,12.810224473957438,0
valid,16.0,none,13.25317224679628,0
valid,24.0,none,13.158306424147051,0
valid,160.0,none,13.610626925437984,0
valid,200.0,none,13.566728769395366,0
valid,12.0,none,13.519138761063276,0
valid,28.0,none,12.857969279148692,0
valid,64.0,none,12.947375793186952,0
valid,96.0,none,13.50982177602314,0
valid,80.0,none,13.656932620990569,0
valid,28.0,none,12.80333009705731,0
valid,8.0,none,14.751815225688736,0
valid,128.0,none,13.440481190248306,0
valid,48.0,none,13.089554979844056,0
valid,96.0,none,13.56142405443814,0
valid,6.0,none,15.911611442096742,0
valid,8.0,none,14.856311390586173,0
valid,40.0,none,12.891612801953558,0
valid,8.0,none,14.788961664612362,0
valid,64.0,none,13.134516377666573,0
valid,10.0,none,14.246547093420688,0
valid,64.0,none,13.017698028462153,0
valid,40.0,none,12.815718757732245,0
valid,8.0,none,14.513875375532503,0
valid,40.0,none,12.741794152676094,0
valid,80.0,none,13.499468344619359,0
valid,10.0,none,14.013446965642588,0
valid,96.0,none,13.492140041943548,0
valid,160.0,none,13.61331567666819,0
valid,80.0,none,13.458039649129807,0
valid,128.0,none,13.485722349016802,0
valid,24.0,none,13.19452234943255,0
valid,0.0,none,13.734506657683806,0
valid,28.0,none,12.868774316952251,0
valid,0.0,none,13.953308630769142,0
valid,6.0,none,15.84678542592623,0
valid,8.0,none,14.727956569278046,0
valid,12.0,none,13.854600329145404,0
valid,0.0,none,13.976307223890133,0
valid,32.0,none,12.673367348596077,0
valid,20.0,none,12.821780438290062,0
valid,48.0,none,13.18675337659086,0
valid,10.0,none,13.888401898790205,0
valid,64.0,none,13.071492302930729,0
valid,12.0,none,13.16397748104621,0
valid,128.0,none,13.452802492295017,0
valid,160.0,none,13.539131816288661,0
valid,0.0,none,13.998000080503012,0
valid,128.0,none,13.567142064823253,0
valid,24.0,none,13.280023732543683,0
valid,48.0,none,12.949134273590476,0
valid,12.0,none,13.40136321855981,0
valid,64.0,none,13.063083320180167,0
valid,0.0,none,13.77056785633214,0
valid,20.0,none,13.131862405483425,0
valid,32.0,none,12.88112279370009,0
valid,112.0,none,13.644836706907892,0
valid,44.0,none,12.851940691569562,0
valid,40.0,none,12.75092010607733,0
valid,112.0,none,13.452052979617687,0
valid,80.0,none,13.452011928520049,0
valid,10.0,none,14.120596940316506,0
valid,32.0,none,12.693183906010235,0
valid,16.0,none,13.159120553884806,0
valid,80.0,none,13.40237916932402,0
valid,16.0,none,13.277075387223542,0
valid,112.0,none,13.469295292385205,0
valid,112.0,none,13.647912404120722,0
valid,36.0,none,12.910806252387742,0
valid,160.0,none,13.531425670022324,0
valid,32.0,none,13.082253619976138,0
valid,44.0,none,12.997209924013724,0
valid,36.0,none,13.312231731007094,0
valid,36.0,none,12.900837119730856,0
valid,24.0,none,13.051038354612052,0
valid,10.0,none,13.871199611255502,0
valid,48.0,none,12.90741846599738,0
valid,6.0,none,16.19698524702638,0
valid,40.0,none,12.72398845082524,0
valid,128.0,none,13.526645955650256,0
valid,0.0,none,13.70714220393733,0
valid,200.0,none,13.58635120949703,0
valid,6.0,none,15.972143404828174,0
valid,6.0,none,16.20328151656079,0
valid,112.0,none,13.451595089837639,0
valid,12.0,none,13.601485186087658,0
valid,64.0,none,13.084474892892466,0
valid,24.0,none,13.027962193554174,0
valid,36.0,none,13.162301997487196,0
valid,20.0,none,12.947185144553577,0
valid,96.0,none,13.47096870972157,0
valid,128.0,none,13.356269795975061,0
