key,length[m],transformation,mean_error,std_error
valid,250.0,exponential,1.6282294524605025,0
valid,36.0,exponential,1.309198875207044,0
valid,44.0,exponential,1.3942438859669697,0
valid,160.0,exponential,1.6905816881635307,0
valid,300.0,exponential,1.5234181466225414,0
valid,44.0,exponential,1.39520124312264,0
valid,48.0,exponential,1.324879417917609,0
valid,300.0,exponential,1.5473881430966399,0
valid,200.0,exponential,1.773612717306215,0
valid,80.0,exponential,1.2941635247080243,0
valid,250.0,exponential,1.4352937024193122,0
valid,160.0,exponential,1.48996171291194,0
valid,200.0,exponential,1.569846712027552,0
valid,200.0,exponential,1.5473740338228326,0
valid,44.0,exponential,1.3287900540936104,0
valid,40.0,exponential,1.3833400217705691,0
valid,112.0,exponential,1.4526898700662396,0
valid,36.0,exponential,1.3277099166374045,0
valid,96.0,exponential,1.5060356607788614,0
valid,96.0,exponential,1.417502921159196,0
valid,44.0,exponential,1.5812543386481546,0
valid,200.0,exponential,1.6099748974540662,0
valid,48.0,exponential,1.3871776764933643,0
valid,160.0,exponential,1.5202212301828968,0
valid,200.0,exponential,1.6848450705868445,0
valid,64.0,exponential,1.4015878177310455,0
valid,300.0,exponential,1.5774457078743984,0
valid,96.0,exponential,1.5407894196261442,0
valid,300.0,exponential,1.569347682833812,0
valid,80.0,exponential,1.424690538851615,0
valid,128.0,exponential,1.338980937529894,0
valid,48.0,exponential,1.3235975627268441,0
valid,96.0,exponential,1.5232971410859164,0
valid,250.0,exponential,1.5721588593903209,0
valid,40.0,exponential,1.2780256843730278,0
valid,64.0,exponential,1.2793623926435584,0
valid,250.0,exponential,1.4915357332363932,0
valid,64.0,exponential,1.2695574215663339,0
valid,40.0,exponential,1.269627085236338,0
valid,250.0,exponential,1.664343296286459,0
valid,40.0,exponential,1.3840437548150863,0
valid,80.0,exponential,1.3504406215858296,0
valid,96.0,exponential,1.416831890009838,0
valid,160.0,exponential,1.4607350441003095,0
valid,80.0,exponential,1.3223015476048676,0
valid,128.0,exponential,1.5624169618139991,0
valid,0.0,exponential,3.8588510378090977,0
valid,0.0,exponential,3.401037817224599,0
valid,0.0,exponential,3.1661480476670834,0
valid,48.0,exponential,1.3538888585028297,0
valid,300.0,exponential,1.5949592691658032,0
valid,64.0,exponential,1.3248690489690982,0
valid,128.0,exponential,1.6392626901497112,0
valid,250.0,exponential,1.795130023093475,0
valid,160.0,exponential,1.4547615968913215,0
valid,0.0,exponential,3.7953116018148996,0
valid,128.0,exponential,1.34660691176391,0
valid,48.0,exponential,1.2622596289105665,0
valid,64.0,exponential,1.2662815743150493,0
valid,0.0,exponential,3.746690373154798,0
valid,112.0,exponential,1.403564397041777,0
valid,300.0,exponential,1.7480592376923185,0
valid,44.0,exponential,1.4381225234133914,0
valid,40.0,exponential,1.3373446540605967,0
valid,112.0,exponential,1.4325766379774314,0
valid,80.0,exponential,1.3373707511631017,0
valid,80.0,exponential,1.2723006930763554,0
valid,112.0,exponential,1.3922575414878888,0
valid,112.0,exponential,1.5445786108747093,0
valid,36.0,exponential,1.350754848986291,0
valid,160.0,exponential,1.401102524849514,0
valid,44.0,exponential,1.3976790192019037,0
valid,36.0,exponential,1.3669053857336657,0
valid,36.0,exponential,1.4466348723044244,0
valid,48.0,exponential,1.3665606213659482,0
valid,40.0,exponential,1.3825804329872342,0
valid,128.0,exponential,1.4373689910026202,0
valid,0.0,exponential,3.267625788247649,0
valid,200.0,exponential,1.467820547673343,0
valid,112.0,exponential,1.41540348930345,0
valid,64.0,exponential,1.3854669446403651,0
valid,36.0,exponential,1.2882316212583202,0
valid,96.0,exponential,1.4795870385034133,0
valid,128.0,exponential,1.4968089656317174,0
