key,length[m],transformation,mean_error,std_error
valid,24.0,exponential,14.812604519878594,0
valid,36.0,exponential,15.249052721495769,0
valid,44.0,exponential,14.964775902660623,0
valid,160.0,exponential,16.446216084500776,0
valid,44.0,exponential,15.494287529208686,0
valid,48.0,exponential,15.605510112342083,0
valid,200.0,exponential,16.764105547390987,0
valid,12.0,exponential,14.820223594757348,0
valid,80.0,exponential,16.341074833441855,0
valid,6.0,exponential,16.3261845005072,0
valid,160.0,exponential,16.299749925967358,0
valid,20.0,exponential,14.651984852325475,0
valid,16.0,exponential,14.65133814467836,0
valid,16.0,exponential,14.663962035421674,0
valid,200.0,exponential,16.283845670177588,0
valid,200.0,exponential,16.746497316151075,0
valid,44.0,exponential,15.87753224626831,0
valid,10.0,exponential,14.823040103666797,0
valid,40.0,exponential,15.149664635588987,0
valid,8.0,exponential,16.247692933795165,0
valid,112.0,exponential,16.336050285594293,0
valid,36.0,exponential,15.535622851626004,0
valid,96.0,exponential,16.73625526525769,0
valid,16.0,exponential,14.664241262134869,0
valid,96.0,exponential,16.071863029911853,0
valid,44.0,exponential,15.742504037993163,0
valid,200.0,exponential,16.953322435501093,0
valid,20.0,exponential,14.612226569195144,0
valid,32.0,exponential,15.165376482428119,0
valid,20.0,exponential,14.442261865038075,0
valid,32.0,exponential,15.469988688790469,0
valid,28.0,exponential,15.386457135663589,0
valid,28.0,exponential,14.745820585980221,0
valid,48.0,exponential,15.171514923167534,0
valid,28.0,exponential,14.686064104849123,0
valid,16.0,exponential,14.805478589119128,0
valid,24.0,exponential,15.719008566359538,0
valid,160.0,exponential,16.28653496354494,0
valid,200.0,exponential,16.52872347538493,0
valid,12.0,exponential,15.25252933182062,0
valid,28.0,exponential,15.149454440150167,0
valid,64.0,exponential,16.685034573018246,0
valid,96.0,exponential,16.442259184747712,0
valid,80.0,exponential,16.455324959346513,0
valid,28.0,exponential,14.819987864583501,0
valid,8.0,exponential,15.13500793976927,0
valid,128.0,exponential,16.40212462751629,0
valid,48.0,exponential,15.28557890722702,0
valid,96.0,exponential,16.85707128699546,0
valid,6.0,exponential,15.95747873194698,0
valid,8.0,exponential,15.81949000668727,0
valid,40.0,exponential,15.428683648056898,0
valid,8.0,exponential,15.426818888948759,0
valid,64.0,exponential,15.408849432462237,0
valid,10.0,exponential,14.855144735146798,0
valid,64.0,exponential,15.610427790642236,0
valid,40.0,exponential,15.304413737454377,0
valid,8.0,exponential,15.564022493920517,0
valid,40.0,exponential,14.969322774923908,0
valid,80.0,exponential,16.689137181602582,0
valid,10.0,exponential,14.881020626175674,0
valid,96.0,exponential,16.779775394928343,0
valid,160.0,exponential,16.48817596451286,0
valid,80.0,exponential,16.895675369314407,0
valid,128.0,exponential,16.035562608964888,0
valid,24.0,exponential,15.07338573913028,0
valid,0.0,exponential,16.37622072597435,0
valid,28.0,exponential,15.228221121028378,0
valid,0.0,exponential,16.529819189810635,0
valid,6.0,exponential,16.032942593753756,0
valid,8.0,exponential,15.550593593043537,0
valid,12.0,exponential,15.159255758955565,0
valid,0.0,exponential,16.661326473672748,0
valid,32.0,exponential,15.402312223610771,0
valid,20.0,exponential,15.08246769986498,0
valid,48.0,exponential,15.566199409813454,0
valid,10.0,exponential,15.254706596924207,0
valid,64.0,exponential,16.667039974010603,0
valid,12.0,exponential,14.448316737759239,0
valid,128.0,exponential,16.701188329422703,0
valid,160.0,exponential,16.77840264505271,0
valid,0.0,exponential,17.43521500622127,0
valid,128.0,exponential,16.685105600567706,0
valid,24.0,exponential,15.123057482125938,0
valid,48.0,exponential,15.429498562001463,0
valid,12.0,exponential,15.177713580008653,0
valid,64.0,exponential,16.009749635807935,0
valid,0.0,exponential,16.917710537260938,0
valid,20.0,exponential,15.150685780196174,0
valid,32.0,exponential,15.312494527147797,0
valid,112.0,exponential,16.510450833661164,0
valid,44.0,exponential,15.265645071705023,0
valid,40.0,exponential,15.217927404358454,0
valid,112.0,exponential,15.949512763919042,0
valid,80.0,exponential,16.784737637627288,0
valid,10.0,exponential,15.279899664344507,0
valid,32.0,exponential,15.23381464382787,0
valid,16.0,exponential,15.288477962585459,0
valid,80.0,exponential,16.282613859656006,0
valid,16.0,exponential,15.08310568435592,0
valid,112.0,exponential,16.53815009247391,0
valid,112.0,exponential,17.151342220785608,0
valid,36.0,exponential,15.229392927660271,0
valid,160.0,exponential,17.010859599420822,0
valid,32.0,exponential,15.332642300499746,0
valid,44.0,exponential,15.47542523626914,0
valid,36.0,exponential,15.587636240928337,0
valid,36.0,exponential,15.714875737937822,0
valid,24.0,exponential,14.833221722883199,0
valid,10.0,exponential,14.80571352598728,0
valid,48.0,exponential,16.088237642724575,0
valid,6.0,exponential,15.958091356326856,0
valid,40.0,exponential,15.198398363699987,0
valid,128.0,exponential,16.91881961188495,0
valid,0.0,exponential,16.581072946622722,0
valid,200.0,exponential,16.95197548339016,0
valid,6.0,exponential,15.98158056096108,0
valid,6.0,exponential,16.348494511917544,0
valid,112.0,exponential,16.75317321404744,0
valid,12.0,exponential,15.1275549765307,0
valid,64.0,exponential,16.376664577775045,0
valid,24.0,exponential,15.02271910822111,0
valid,36.0,exponential,15.141117538023671,0
valid,20.0,exponential,14.610159868172214,0
valid,96.0,exponential,16.941721157937288,0
valid,128.0,exponential,16.82616833572635,0
